tweet,cleaning,case_folding,tokenize,stopword_removal,stemming,entity,sentiment
Mami Louisse scarlett akan LIVE 40 JAM cuma di Shopee LIVE! ✨ Tanggal 3 April mulai pukul 10.00 WIB Mami Louisse bakal bagi-bagi Mobil Toyota AGYA RP1 di Shopee LIVE Flash Sale RP1! ?...,Mami Louisse scarlett akan LIVE  JAM cuma di Shopee LIVE  Tanggal  April mulai pukul  WIB Mami Louisse bakal bagibagi Mobil Toyota AGYA RP di Shopee LIVE Flash Sale RP ,mami louisse scarlett akan live  jam cuma di shopee live  tanggal  april mulai pukul  wib mami louisse bakal bagibagi mobil toyota agya rp di shopee live flash sale rp ,"['mami', 'louisse', 'scarlett', 'akan', 'live', 'jam', 'cuma', 'di', 'shopee', 'live', 'tanggal', 'april', 'mulai', 'pukul', 'wib', 'mami', 'louisse', 'bakal', 'bagibagi', 'mobil', 'toyota', 'agya', 'rp', 'di', 'shopee', 'live', 'flash', 'sale', 'rp']","['mami', 'louisse', 'scarlett', 'live', 'jam', 'shopee', 'live', 'tanggal', 'april', 'wib', 'mami', 'louisse', 'bagibagi', 'shopee', 'live', 'flash', 'sale']",mami louisse scarlett live jam shopee live tanggal april wib mami louisse bagibagi shopee live flash sale,Toyota,Positif
Pastinya pilih #AwesomeProcessor Exynos 1380 buat jadi senjataku biar #AwesomeEveryday! Nggak sabar banget buat RRQ Mabar School Roadshow X Samsung #GalaxyA35 5G untuk nyari #Aw35omeGamingTeam...,Pastinya pilih AwesomeProcessor Exynos  buat jadi senjataku biar AwesomeEveryday Nggak sabar banget buat RRQ Mabar School Roadshow X Samsung GalaxyA G untuk nyari AwomeGamingTeam,pastinya pilih awesomeprocessor exynos  buat jadi senjataku biar awesomeeveryday nggak sabar banget buat rrq mabar school roadshow x samsung galaxya g untuk nyari awomegamingteam,"['pastinya', 'pilih', 'awesomeprocessor', 'exynos', 'buat', 'jadi', 'senjataku', 'biar', 'awesomeeveryday', 'nggak', 'sabar', 'banget', 'buat', 'rrq', 'mabar', 'school', 'roadshow', 'x', 'samsung', 'galaxya', 'g', 'untuk', 'nyari', 'awomegamingteam']","['pastinya', 'awesomeprocessor', 'exynos', 'senjataku', 'awesomeeveryday', 'sabar', 'rrq', 'mabar', 'school', 'roadshow', 'samsung', 'galaxya', 'nyari', 'awomegamingteam']",pasti awesomeprocessor exynos senjata awesomeeveryday sabar rrq mabar school roadshow samsung galaxya nyari awomegamingteam,Toyota,Positif
Orang tua korban pun tak terima anaknya diteriaki maling mobil. Sebab mobil Daihatsu Ayla yang digunakan adalah milik Dwi. Bahkan orang tua Dwi menunjukkan bukti kepemilkan kendaaran mobil...,Orang tua korban pun tak terima anaknya diteriaki maling mobil Sebab mobil Daihatsu Ayla yang digunakan adalah milik Dwi Bahkan orang tua Dwi menunjukkan bukti kepemilkan kendaaran mobil,orang tua korban pun tak terima anaknya diteriaki maling mobil sebab mobil daihatsu ayla yang digunakan adalah milik dwi bahkan orang tua dwi menunjukkan bukti kepemilkan kendaaran mobil,"['orang', 'tua', 'korban', 'pun', 'tak', 'terima', 'anaknya', 'diteriaki', 'maling', 'mobil', 'sebab', 'mobil', 'daihatsu', 'ayla', 'yang', 'digunakan', 'adalah', 'milik', 'dwi', 'bahkan', 'orang', 'tua', 'dwi', 'menunjukkan', 'bukti', 'kepemilkan', 'kendaaran', 'mobil']","['korban', 'terima', 'anaknya', 'diteriaki', 'maling', 'milik', 'dwi', 'dwi', 'bukti', 'kepemilkan', 'kendaaran']",korban terima anak riak maling milik dwi dwi bukti mil kendaaran,Daihatsu,Netral
"ada yg ketinggalan, termasuk Mobil Honda HRV Tahun 2015 yg di pakai kemarin dg taksiran harga Rp196 juta Pokok nya jos. এম্বেড করা ভিডিও. 0:21. ৪৩. X- এ Sinurat Bahul (@JHSinurat) Manusia cerdas tidak bisa disetir, mereka melakukan apa yang harus dilakukan.",ada yg ketinggalan termasuk Mobil Honda HRV Tahun  yg di pakai kemarin dg taksiran harga Rp juta Pokok nya jos      X  Sinurat Bahul  Manusia cerdas tidak bisa disetir mereka melakukan apa yang harus dilakukan,ada yg ketinggalan termasuk mobil honda hrv tahun  yg di pakai kemarin dg taksiran harga rp juta pokok nya jos      x  sinurat bahul  manusia cerdas tidak bisa disetir mereka melakukan apa yang harus dilakukan,"['ada', 'yg', 'ketinggalan', 'termasuk', 'mobil', 'honda', 'hrv', 'tahun', 'yg', 'di', 'pakai', 'kemarin', 'dg', 'taksiran', 'harga', 'rp', 'juta', 'pokok', 'nya', 'jos', 'x', 'sinurat', 'bahul', 'manusia', 'cerdas', 'tidak', 'bisa', 'disetir', 'mereka', 'melakukan', 'apa', 'yang', 'harus', 'dilakukan']","['ketinggalan', 'taksiran', 'pokok', 'jos', 'sinurat', 'bahul', 'manusia', 'cerdas', 'disetir']",tinggal taksir pokok jos surat bahul manusia cerdas setir,Honda,Positif
"Diduga Mengantuk, Pengendara Honda HR-V Masuk Parit di Jl Terusan Pemuda Cirebon #BNetworkTranslate post",Diduga Mengantuk Pengendara Honda HRV Masuk Parit di Jl Terusan Pemuda Cirebon BNetworkTranslate post,diduga mengantuk pengendara honda hrv masuk parit di jl terusan pemuda cirebon bnetworktranslate post,"['diduga', 'mengantuk', 'pengendara', 'honda', 'hrv', 'masuk', 'parit', 'di', 'jl', 'terusan', 'pemuda', 'cirebon', 'bnetworktranslate', 'post']","['diduga', 'mengantuk', 'pengendara', 'parit', 'jl', 'terusan', 'pemuda', 'cirebon', 'bnetworktranslate']",duga antuk kendara parit jl terus pemuda cirebon bnetworktranslate,Honda,Negatif
Suzuki Indonesia Kirim Sinyal Bakal Boyong Mobil Hybrid TerbaruTranslate post,Suzuki Indonesia Kirim Sinyal Bakal Boyong Mobil Hybrid TerbaruTranslate post,suzuki indonesia kirim sinyal bakal boyong mobil hybrid terbarutranslate post,"['suzuki', 'indonesia', 'kirim', 'sinyal', 'bakal', 'boyong', 'mobil', 'hybrid', 'terbarutranslate', 'post']","['kirim', 'sinyal', 'boyong', 'terbarutranslate']",kirim sinyal boyong terbarutranslate,Suzuki,Positif
"Pada Selasa dini hari, 2 April 2024, sekitar pukul 03.15 WIB, terjadi kecelakaan tunggal di Nagoya Lubuk Baja, Batam. Sebuah mobil Suzuki XCross putih nomor polisi BP 1435 F terbalik setelah...",Pada Selasa dini hari  April  sekitar pukul  WIB terjadi kecelakaan tunggal di Nagoya Lubuk Baja Batam Sebuah mobil Suzuki XCross putih nomor polisi BP  F terbalik setelah,pada selasa dini hari  april  sekitar pukul  wib terjadi kecelakaan tunggal di nagoya lubuk baja batam sebuah mobil suzuki xcross putih nomor polisi bp  f terbalik setelah,"['pada', 'selasa', 'dini', 'hari', 'april', 'sekitar', 'pukul', 'wib', 'terjadi', 'kecelakaan', 'tunggal', 'di', 'nagoya', 'lubuk', 'baja', 'batam', 'sebuah', 'mobil', 'suzuki', 'xcross', 'putih', 'nomor', 'polisi', 'bp', 'f', 'terbalik', 'setelah']","['selasa', 'april', 'wib', 'kecelakaan', 'tunggal', 'nagoya', 'lubuk', 'baja', 'batam', 'xcross', 'putih', 'nomor', 'polisi', 'bp', 'f', 'terbalik']",selasa april wib celaka tunggal nagoya lubuk baja batam xcross putih nomor polisi bp f balik,Suzuki,Negatif
"Pada 2023, kendaraan niaga ringan L300 menjadi tulang punggung Mitsubishi dengan mendominasi penjualan hingga 55 persen.Translate post",Pada  kendaraan niaga ringan L menjadi tulang punggung Mitsubishi dengan mendominasi penjualan hingga  persenTranslate post,pada  kendaraan niaga ringan l menjadi tulang punggung mitsubishi dengan mendominasi penjualan hingga  persentranslate post,"['pada', 'kendaraan', 'niaga', 'ringan', 'l', 'menjadi', 'tulang', 'punggung', 'mitsubishi', 'dengan', 'mendominasi', 'penjualan', 'hingga', 'persentranslate', 'post']","['niaga', 'ringan', 'l', 'tulang', 'punggung', 'mendominasi', 'penjualan', 'persentranslate']",niaga ringan l tulang punggung dominasi jual persentranslate,Mitsubishi,Positif
"MALAM INI mulai pukul 20.00 WIB kamu bisa dapatkan Mobil Toyota Agya, Samsung S23 Ultra, Realme C55, dan produk lainnya hanya 1 RUPIAH! ? Jangan lewatkan untuk belanja di FLASH SALE RP1...",MALAM INI mulai pukul  WIB kamu bisa dapatkan Mobil Toyota Agya Samsung S Ultra Realme C dan produk lainnya hanya  RUPIAH  Jangan lewatkan untuk belanja di FLASH SALE RP,malam ini mulai pukul  wib kamu bisa dapatkan mobil toyota agya samsung s ultra realme c dan produk lainnya hanya  rupiah  jangan lewatkan untuk belanja di flash sale rp,"['malam', 'ini', 'mulai', 'pukul', 'wib', 'kamu', 'bisa', 'dapatkan', 'mobil', 'toyota', 'agya', 'samsung', 's', 'ultra', 'realme', 'c', 'dan', 'produk', 'lainnya', 'hanya', 'rupiah', 'jangan', 'lewatkan', 'untuk', 'belanja', 'di', 'flash', 'sale', 'rp']","['malam', 'wib', 'samsung', 's', 'ultra', 'realme', 'c', 'produk', 'rupiah', 'lewatkan', 'belanja', 'flash', 'sale']",malam wib samsung s ultra realme c produk rupiah lewat belanja flash sale,Toyota,Positif
"bentar lagi nih guys shopee live jam 8 malam ini !! ada banyak flash sale cuma Rp1 aja, kita bisa dapat mobil toyota agya, samsung s23 ultra sama realme c55. jangan kemana manaa yaa http://shope.ee...",bentar lagi nih guys shopee live jam  malam ini  ada banyak flash sale cuma Rp aja kita bisa dapat mobil toyota agya samsung s ultra sama realme c jangan kemana manaa yaa ,bentar lagi nih guys shopee live jam  malam ini  ada banyak flash sale cuma rp aja kita bisa dapat mobil toyota agya samsung s ultra sama realme c jangan kemana manaa yaa ,"['bentar', 'lagi', 'nih', 'guys', 'shopee', 'live', 'jam', 'malam', 'ini', 'ada', 'banyak', 'flash', 'sale', 'cuma', 'rp', 'aja', 'kita', 'bisa', 'dapat', 'mobil', 'toyota', 'agya', 'samsung', 's', 'ultra', 'sama', 'realme', 'c', 'jangan', 'kemana', 'manaa', 'yaa']","['guys', 'shopee', 'live', 'jam', 'malam', 'flash', 'sale', 'samsung', 's', 'ultra', 'realme', 'c', 'kemana', 'manaa']",guys shopee live jam malam flash sale samsung s ultra realme c mana manaa,Toyota,Positif
Halo Sobat Macf! Buat suasana perjalanan mudik jadi lebih romantis Bersama “Mobil Toyota Yaris” Dengan design interior yang akan membuat pasangan dan keluarga lebih nyaman Tunggu apalagi?...,Halo Sobat Macf Buat suasana perjalanan mudik jadi lebih romantis Bersama Mobil Toyota Yaris Dengan design interior yang akan membuat pasangan dan keluarga lebih nyaman Tunggu apalagi,halo sobat macf buat suasana perjalanan mudik jadi lebih romantis bersama mobil toyota yaris dengan design interior yang akan membuat pasangan dan keluarga lebih nyaman tunggu apalagi,"['halo', 'sobat', 'macf', 'buat', 'suasana', 'perjalanan', 'mudik', 'jadi', 'lebih', 'romantis', 'bersama', 'mobil', 'toyota', 'yaris', 'dengan', 'design', 'interior', 'yang', 'akan', 'membuat', 'pasangan', 'dan', 'keluarga', 'lebih', 'nyaman', 'tunggu', 'apalagi']","['halo', 'sobat', 'macf', 'suasana', 'perjalanan', 'mudik', 'romantis', 'design', 'interior', 'pasangan', 'nyaman', 'tunggu']",halo sobat macf suasana jalan mudik romantis design interior pasang nyaman tunggu,Toyota,Positif
"catat hari ini jam 20.00 wib! flash sale istimewa di shopee live big ramadan sale bakal hadir dengan kesempatan emas untuk memenangkan mobil toyota agya, samsung s23 ultra, dan realme c55 dengan...",catat hari ini jam  wib flash sale istimewa di shopee live big ramadan sale bakal hadir dengan kesempatan emas untuk memenangkan mobil toyota agya samsung s ultra dan realme c dengan,catat hari ini jam  wib flash sale istimewa di shopee live big ramadan sale bakal hadir dengan kesempatan emas untuk memenangkan mobil toyota agya samsung s ultra dan realme c dengan,"['catat', 'hari', 'ini', 'jam', 'wib', 'flash', 'sale', 'istimewa', 'di', 'shopee', 'live', 'big', 'ramadan', 'sale', 'bakal', 'hadir', 'dengan', 'kesempatan', 'emas', 'untuk', 'memenangkan', 'mobil', 'toyota', 'agya', 'samsung', 's', 'ultra', 'dan', 'realme', 'c', 'dengan']","['catat', 'jam', 'wib', 'flash', 'sale', 'istimewa', 'shopee', 'live', 'big', 'ramadan', 'sale', 'hadir', 'kesempatan', 'emas', 'memenangkan', 'samsung', 's', 'ultra', 'realme', 'c']",catat jam wib flash sale istimewa shopee live big ramadan sale hadir sempat emas menang samsung s ultra realme c,Toyota,Positif
"kemarin aja flash sale rp1 bareng raffi ahmad seru bgt, hari ini juga jam 8 malam pasti seru nih apalagi ada mobil toyota agya, samsung s23 ultra, dan realme c55 rp1 , jangan sampe kelewatan...",kemarin aja flash sale rp bareng raffi ahmad seru bgt hari ini juga jam  malam pasti seru nih apalagi ada mobil toyota agya samsung s ultra dan realme c rp  jangan sampe kelewatan,kemarin aja flash sale rp bareng raffi ahmad seru bgt hari ini juga jam  malam pasti seru nih apalagi ada mobil toyota agya samsung s ultra dan realme c rp  jangan sampe kelewatan,"['kemarin', 'aja', 'flash', 'sale', 'rp', 'bareng', 'raffi', 'ahmad', 'seru', 'bgt', 'hari', 'ini', 'juga', 'jam', 'malam', 'pasti', 'seru', 'nih', 'apalagi', 'ada', 'mobil', 'toyota', 'agya', 'samsung', 's', 'ultra', 'dan', 'realme', 'c', 'rp', 'jangan', 'sampe', 'kelewatan']","['flash', 'sale', 'bareng', 'raffi', 'ahmad', 'seru', 'jam', 'malam', 'seru', 'samsung', 's', 'ultra', 'realme', 'c', 'kelewatan']",flash sale bareng raffi ahmad seru jam malam seru samsung s ultra realme c lewat,Toyota,Positif
"happy polll deh ada #ShopeeLiveMobilBrioRp1 , bakalan ada mobil toyota agya, honda brio seharga rp 1 aja (@) on X pertama kali mau giveaway 100k/2org (50k each) ga kenapa2 pengen aja???

rules :
- like &amp; rt
- rep meme yg ada digaleri km

end nanti malem jam 12
goodluck✨ #zonauang","happy polll deh ada ShopeeLiveMobilBrioRp  bakalan ada mobil toyota agya honda brio seharga rp  aja  on X pertama kali mau giveaway korg k each ga kenapa pengen aja

rules 
 like amp rt
 rep meme yg ada digaleri km

end nanti malem jam 
goodluck zonauang","happy polll deh ada shopeelivemobilbriorp  bakalan ada mobil toyota agya honda brio seharga rp  aja  on x pertama kali mau giveaway korg k each ga kenapa pengen aja

rules 
 like amp rt
 rep meme yg ada digaleri km

end nanti malem jam 
goodluck zonauang","['happy', 'polll', 'deh', 'ada', 'shopeelivemobilbriorp', 'bakalan', 'ada', 'mobil', 'toyota', 'agya', 'honda', 'brio', 'seharga', 'rp', 'aja', 'on', 'x', 'pertama', 'kali', 'mau', 'giveaway', 'korg', 'k', 'each', 'ga', 'kenapa', 'pengen', 'aja', 'rules', 'like', 'amp', 'rt', 'rep', 'meme', 'yg', 'ada', 'digaleri', 'km', 'end', 'nanti', 'malem', 'jam', 'goodluck', 'zonauang']","['happy', 'polll', 'shopeelivemobilbriorp', 'seharga', 'giveaway', 'korg', 'k', 'each', 'rules', 'like', 'rep', 'meme', 'digaleri', 'end', 'malem', 'jam', 'goodluck', 'zonauang']",happy polll shopeelivemobilbriorp harga giveaway korg k each rules like rep meme galeri end malem jam goodluck zonauang,Toyota,Positif
"»»——⍟——>aku nyari #moots bebass, ayo kita #mutualan (˵ ͡° ͜ʖ ͡°˵)",aku nyari moots bebass ayo kita mutualan    ,aku nyari moots bebass ayo kita mutualan    ,"['aku', 'nyari', 'moots', 'bebass', 'ayo', 'kita', 'mutualan']","['nyari', 'moots', 'bebass', 'ayo', 'mutualan']",nyari moots bebass ayo mutualan,Toyota,Netral
"kasian loh,pedagang hrs mohon gimana lg coba biar pk @jokowi @KemenkesRI @BudiGSadikin ngerti n akhirnya pasal terkait tembakau di RPP UU Kesehatan dikeluarkan,ayo dipikirkan nasib pedagang...",kasian lohpedagang hrs mohon gimana lg coba biar pk    ngerti n akhirnya pasal terkait tembakau di RPP UU Kesehatan dikeluarkanayo dipikirkan nasib pedagang,kasian lohpedagang hrs mohon gimana lg coba biar pk    ngerti n akhirnya pasal terkait tembakau di rpp uu kesehatan dikeluarkanayo dipikirkan nasib pedagang,"['kasian', 'lohpedagang', 'hrs', 'mohon', 'gimana', 'lg', 'coba', 'biar', 'pk', 'ngerti', 'n', 'akhirnya', 'pasal', 'terkait', 'tembakau', 'di', 'rpp', 'uu', 'kesehatan', 'dikeluarkanayo', 'dipikirkan', 'nasib', 'pedagang']","['kasian', 'lohpedagang', 'hrs', 'mohon', 'pk', 'ngerti', 'pasal', 'terkait', 'tembakau', 'rpp', 'uu', 'kesehatan', 'dikeluarkanayo', 'dipikirkan', 'nasib', 'pedagang']",kasi lohpedagang hrs mohon pk ngerti pasal kait tembakau rpp uu sehat dikeluarkanayo pikir nasib dagang,Toyota,Netral
"Seorang dokter muda, Dwi Fatimah Yen (29), tewas karena menabrak tiang listrik dan rumah warga seusai dituduh mencuri mobil, pada Minggu (31/3/2024). Dwi tewas kecelakaan saat dikejar dan diteriaki...",Seorang dokter muda Dwi Fatimah Yen  tewas karena menabrak tiang listrik dan rumah warga seusai dituduh mencuri mobil pada Minggu  Dwi tewas kecelakaan saat dikejar dan diteriaki,seorang dokter muda dwi fatimah yen  tewas karena menabrak tiang listrik dan rumah warga seusai dituduh mencuri mobil pada minggu  dwi tewas kecelakaan saat dikejar dan diteriaki,"['seorang', 'dokter', 'muda', 'dwi', 'fatimah', 'yen', 'tewas', 'karena', 'menabrak', 'tiang', 'listrik', 'dan', 'rumah', 'warga', 'seusai', 'dituduh', 'mencuri', 'mobil', 'pada', 'minggu', 'dwi', 'tewas', 'kecelakaan', 'saat', 'dikejar', 'dan', 'diteriaki']","['dokter', 'muda', 'dwi', 'fatimah', 'yen', 'tewas', 'menabrak', 'warga', 'dituduh', 'mencuri', 'minggu', 'dwi', 'tewas', 'kecelakaan', 'dikejar', 'diteriaki']",dokter muda dwi fatimah yen tewas tabrak warga tuduh curi minggu dwi tewas celaka kejar riak,Daihatsu,Netral
IPHONE 15 GRATIS,IPHONE  GRATIS,iphone  gratis,"['iphone', 'gratis']","['iphone', 'gratis']",iphone gratis,Daihatsu,Positif
"Lebaran adalah momen yang dinanti-nanti untuk berkumpul dengan orang tersayang di kampung halaman. So, jangan lupa persiapkan mobil Honda kamu untuk kenyamanan perjalanan mudik ya, Honda Lovers....",Lebaran adalah momen yang dinantinanti untuk berkumpul dengan orang tersayang di kampung halaman So jangan lupa persiapkan mobil Honda kamu untuk kenyamanan perjalanan mudik ya Honda Lovers,lebaran adalah momen yang dinantinanti untuk berkumpul dengan orang tersayang di kampung halaman so jangan lupa persiapkan mobil honda kamu untuk kenyamanan perjalanan mudik ya honda lovers,"['lebaran', 'adalah', 'momen', 'yang', 'dinantinanti', 'untuk', 'berkumpul', 'dengan', 'orang', 'tersayang', 'di', 'kampung', 'halaman', 'so', 'jangan', 'lupa', 'persiapkan', 'mobil', 'honda', 'kamu', 'untuk', 'kenyamanan', 'perjalanan', 'mudik', 'ya', 'honda', 'lovers']","['lebaran', 'momen', 'dinantinanti', 'berkumpul', 'tersayang', 'kampung', 'halaman', 'so', 'lupa', 'persiapkan', 'kenyamanan', 'perjalanan', 'mudik', 'lovers']",lebaran momen dinantinanti kumpul sayang kampung halaman so lupa siap nyaman jalan mudik lovers,Honda,Positif
"Kamu tipe yang mana, nih? Driving pagi-pagi sambil menikmati sunrise atau driving malam ditemani bulan? Kalo mimin sih night drive sambil carpool karaoke di jalan? #Suzuki #SuzukiIndonesia...",Kamu tipe yang mana nih Driving pagipagi sambil menikmati sunrise atau driving malam ditemani bulan Kalo mimin sih night drive sambil carpool karaoke di jalan Suzuki SuzukiIndonesia,kamu tipe yang mana nih driving pagipagi sambil menikmati sunrise atau driving malam ditemani bulan kalo mimin sih night drive sambil carpool karaoke di jalan suzuki suzukiindonesia,"['kamu', 'tipe', 'yang', 'mana', 'nih', 'driving', 'pagipagi', 'sambil', 'menikmati', 'sunrise', 'atau', 'driving', 'malam', 'ditemani', 'bulan', 'kalo', 'mimin', 'sih', 'night', 'drive', 'sambil', 'carpool', 'karaoke', 'di', 'jalan', 'suzuki', 'suzukiindonesia']","['tipe', 'driving', 'pagipagi', 'menikmati', 'sunrise', 'driving', 'malam', 'ditemani', 'mimin', 'night', 'drive', 'carpool', 'karaoke']",tipe driving pagipagi nikmat sunrise driving malam tani mimin night drive carpool karaoke,Suzuki,Netral
